Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item,Frequency,Pronunciation,Letters,Degree,Clustering Coefficient,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Mean Shortest Path
trim,4,4155,4.27,"tr""Im",4,1,{trim},"{tr""Im}",1,VB|NN|JJ,681.58,0.97,,trim,4.27,T R IH M,4,5,0.4,3.2663473269203944e-06,0.009451417808882008,7.037517380714272e-19,
trio,4,2865,1.29,"tr""i.o",4,2,{trio},"{tr""i.o}",1,NN,704.65,0.91,,trio,1.29,T R IY OW,4,2,1.0,0.0,0.008657862091984733,3.340320541013493e-20,
trip,4,28399,82.39,"tr""Ip",4,1,{trip},"{tr""Ip}",1,NN|VB,545.91,0.97,,trip,82.39,T R IH P,4,5,0.2,8.75794116418379e-06,0.009763786665264822,-8.20476996135428e-19,
trot,4,864,1.8,"tr""At",4,1,{trot},"{tr""At}",1,NN|VB,760.25,0.85,,trot,1.8,T R AA T,4,1,0.0,0.0,0.011855126776792515,-8.548365788702894e-18,
TRUE,4,0,253.35,"tr""u",3,1,{true},"{tr""u}",1,JJ,698.3,0.97,,true,253.35,T R UW,4,1,0.0,0.0,0.006757169413851732,2.416395637453173e-18,
tuba,4,415,1.2,"t""u.b@",4,2,{tuba},"{t""u.b@}",1,NN,674.32,0.91,,tuba,1.2,T UW B AH,4,1,0.0,0.0,0.010014958853296488,-2.6048363729201823e-19,
tube,4,14619,16.43,"t""ub",3,1,{tube},"{t""ub}",1,NN,590.18,1,,tube,16.43,T UW B,4,3,0.0,9.36665942852207e-06,0.011632974489762218,-4.49492020492125e-18,
tuck,4,1004,7.96,"t""Vk",3,1,{tuck},"{t""Vk}",1,VB,685.77,0.94,,tuck,7.96,T AH K,4,9,0.4444444444444444,5.261039449817097e-06,0.012702506915545692,-2.77784281636382e-17,
tuft,4,104,0.04,"t""Vft",4,1,{tuft},"{t""Vft}",1,NN,742.31,0.46,,tuft,0.04,T AH F T,4,0,0.0,0.0,0.0,-1.0130751368819786e-18,
tune,4,12260,15.61,"t""un",3,1,{tune},"{t""un}",1,NN|VB,590.03,0.94,,tune,15.61,T UW N,4,6,0.13333333333333333,1.808336293278314e-05,0.013063732762710363,-1.428464380973535e-17,
toll,4,7570,3.35,"t""ol",3,1,{toll},"{t""ol}",1,NN|VB,666.72,0.85,,toll,3.35,T OW L,4,9,0.2777777777777778,3.929923863098945e-05,0.014658141754968409,-1.3795397441855804e-17,
tomb,4,6175,5.63,"t""um",3,1,{tomb},"{t""um}",1,NN,598.77,0.91,,tomb,5.63,T UW M,4,4,0.5,7.054533275770444e-06,0.011434627569401615,-1.76097117374501e-18,
tome,4,5933,0.76,"t""om",3,1,{tome},"{t""om}",1,NN,730.33,0.27,,tome,0.76,T OW M,4,9,0.2222222222222222,2.913602064216712e-05,0.013579253993517882,-2.32325038380129e-17,
tone,4,14823,16.86,"t""on",3,1,{tone},"{t""on}",1,NN|VB,636.94,0.97,,tone,16.86,T OW N,4,10,0.26666666666666666,3.014464863461115e-05,0.01390393954602633,-2.6862130942651905e-17,
tong,4,1238,2.27,"t""ON",3,1,{tong},"{t""ON}",1,NN,730.05,0.58,,tong,2.27,T AO NG,4,5,0.2,3.988883114811164e-06,0.012177234263769647,-3.5567346837898605e-18,
tool,4,33286,10.75,"t""ul",3,1,{tool},"{t""ul}",1,NN,573.24,1,,tool,10.75,T UW L,4,7,0.3333333333333333,2.9263433215686273e-05,0.013946149441430175,-2.0961285235233027e-17,
toot,4,256,1.57,"t""ut",3,1,{toot},"{t""ut}",1,VB|NN,769.81,0.84,,toot,1.57,T UW T,4,9,0.5833333333333334,2.6438856378136543e-05,0.01419172575226166,-8.5631872166899e-17,
tops,4,3927,7.35,"t""Aps",4,1,{top}>s>,"{t""Ap}>s>",2,NN|VB,657.44,1,,tops,7.35,T AA P S,4,1,0.0,0.0,0.010188204981164559,8.304893461439862e-19,
toss,4,4463,12.39,"t""Os",3,1,{toss},"{t""Os}",1,VB|NN,614.82,0.97,,toss,12.39,T AO S,4,5,0.6,8.101349353383437e-06,0.011867376972376904,-9.562438668720442e-18,
tote,4,968,1.08,"t""ot",3,1,{tote},"{t""ot}",1,VB,754.53,0.86,,tote,1.08,T OW T,4,6,0.26666666666666666,1.0407907383205501e-05,0.012447802807226932,-7.27578996871089e-19,
Toto,4,835,2.8,"t""o.4o",4,2,{toto},"{t""o.4o}",1,minor|NN,926.6,0.78,,toto,2.8,T OW T OW,4,1,0.0,0.0,0.010613056777190941,-1.4169786153650153e-18,
tour,4,23493,30.8,"t""Ur",3,1,{tour},"{t""Ur}",1,NN|VB|minor,618.91,1,,tour,30.8,T UH R,4,6,1.0,0.0,0.011471748348126106,4.848962854030684e-18,
town,4,37149,247.92,"t""aUn",3,1,{town},"{t""aUn}",1,NN,603.39,0.94,,town,247.92,T AW N,4,2,1.0,0.0,0.00909945850452035,-1.4127503127213236e-18,
thin,4,14257,20.18,"T""In",3,1,{thin},"{T""In}",1,JJ|RB|NN|VB,622.44,0.97,,thin,20.18,TH IH N,4,6,0.13333333333333333,7.655456840204826e-05,0.011473180884133615,1.1063961571478777e-18,
this,4,3251989,7978.73,"D""Is",3,1,{this},"{D""Is}",1,minor|NN,632.13,0.97,,this,7978.73,DH IH S,4,2,0.0,4.0379766369528724e-05,0.009906969217181582,-3.2693009538718658e-18,
thou,4,6581,22.43,"D""aU",2,1,{thou},"{D""aU}",1,minor,857.48,0.64,,thou,22.43,DH AW,4,0,0.0,0.0,0.0,-4.724556833131749e-20,
thud,4,465,1.94,"T""Vd",3,1,{thud},"{T""Vd}",1,NN|VB,683.84,0.74,,thud,1.94,TH AH D,4,2,1.0,0.0,0.007776320991971391,6.934519359230558e-19,
thug,4,831,3.49,"T""Vg",3,1,{thug},"{T""Vg}",1,NN,709.38,0.94,,thug,3.49,TH AH G,4,3,0.3333333333333333,1.6190000667028027e-05,0.007777637562019977,-1.643524331214004e-18,
thus,4,68926,12.31,"D""Vs",3,1,{thus},"{D""Vs}",1,RB|NN|JJ,694.64,0.97,,thus,12.31,DH AH S,4,3,0.3333333333333333,3.232920917510067e-05,0.008715351216101497,2.0390922760227176e-18,
tick,4,4619,7.25,"t""Ik",3,1,{tick},"{t""Ik}",1,NN|VB,750.61,0.97,,tick,7.25,T IH K,4,10,0.6444444444444445,4.103912747184668e-06,0.01312344415371261,-6.984123370892979e-17,
tide,4,3977,7.35,"t""aId",3,1,{tide},"{t""aId}",1,NN|VB,630,1,,tide,7.35,T AY D,4,12,0.4090909090909091,1.0962656212678529e-05,0.013452010617883162,-9.957080797159871e-17,
tidy,4,815,3.71,"t""aI.4i",4,2,{tidy},"{t""aI.4i}",1,JJ,704.59,0.91,,tidy,3.71,T AY D IY,4,2,0.0,5.963611788116269e-08,0.011786687943571775,-1.2398616015446975e-17,
tier,4,1352,1.06,"t""Ir",3,1,{tier},"{t""Ir}",1,NN,755.65,0.7,,tier,1.06,T IH R,4,1,0.0,0.0,0.009531822027195973,2.0353370730920313e-19,
tile,4,1327,2.12,"t""aIl",3,1,{tile},"{t""aIl}",1,NN|VB,635.27,0.97,,tile,2.12,T AY L,4,13,0.28205128205128205,3.593307178297701e-05,0.014480257292378564,-9.088720147574726e-17,
till,4,17332,166.73,"t""Il",3,1,{till},"{t""Il}",1,minor|VB|NN,656.36,0.88,,till,166.73,T IH L,4,14,0.43956043956043955,2.8261928708346916e-05,0.014651129408410457,-6.620601824206099e-17,
tilt,4,2136,2.22,"t""Ilt",4,1,{tilt},"{t""Ilt}",1,NN|VB,728.88,1,,tilt,2.22,T IH L T,4,9,0.4444444444444444,1.5628408923141656e-05,0.014165469090370333,-3.008158519629216e-17,
time,4,788823,1958.63,"t""aIm",3,1,{time},"{t""aIm}",1,NN|VB,530.15,1,,time,1958.63,T AY M,4,9,0.2777777777777778,1.8817258981866646e-05,0.013741733849856714,-6.392312452732066e-17,
tint,4,515,0.29,"t""Int",4,1,{tint},"{t""Int}",1,NN|VB,589.18,0.97,,tint,0.29,T IH N T,4,8,0.25,5.477816948802005e-05,0.014660480695730331,-1.4668710359069908e-17,
tiny,4,15764,32.22,"t""aI.ni",4,2,{tiny},"{t""aI.ni}",1,JJ|NN,604.97,0.94,,tiny,32.22,T AY N IY,4,3,0.3333333333333333,3.0541533915031786e-06,0.013019304594040243,-1.4276985854911062e-17,
tire,4,6155,12.37,"t""aIr",3,1,{tire},"{t""aIr}",1,VB|NN,591.34,0.94,,tire,12.37,T AY R,4,9,0.4444444444444444,8.498231015520543e-06,0.014143662641647473,-7.437800993282535e-17,
toad,4,1692,5.69,"t""od",3,1,{toad},"{t""od}",1,NN,657.45,1,,toad,5.69,T OW D,4,4,0.5,3.468546658225859e-06,0.012513924342160445,-1.9854166097194677e-18,
tofu,4,911,2.69,"t""o.fu",4,2,{tofu},"{t""o.fu}",1,NN,722.38,0.76,,tofu,2.69,T OW F UW,4,0,0.0,0.0,0.0,8.579570523862041e-19,
toil,4,369,1.0,"t""OIl",3,1,{toil},"{t""OIl}",1,VB|NN,653.75,0.88,,toil,1.0,T OY L,4,8,0.39285714285714285,1.639613326384528e-05,0.01337758190450524,8.639876077147926e-18,
tell,4,201112,1724.49,"t""El",3,1,{tell},"{t""El}",1,VB|NN,534.25,0.94,,tell,1724.49,T EH L,4,11,0.5636363636363636,2.150168198562118e-05,0.014574434092662117,-1.3405319392640848e-17,
tend,4,31395,12.27,"t""End",4,1,{tend},"{t""End}",1,VB,651.71,0.97,,tend,12.27,T EH N D,4,6,0.6666666666666666,5.126442081287356e-06,0.013704837786417361,1.381624041318464e-18,
tent,4,3187,17.49,"t""Ent",4,1,{tent},"{t""Ent}",1,NN,579.18,0.97,,tent,17.49,T EH N T,4,10,0.28888888888888886,7.077110366034497e-05,0.014618493638845185,1.7999166533601254e-17,
term,4,58014,17.45,"t""3`m",3,1,{term},"{t""3`m}",1,NN|VB,643.26,0.94,,term,17.45,T AH R M,4,3,0.3333333333333333,8.101349353383437e-06,0.011259464769625244,-4.881891000253139e-20,
test,4,124267,84.08,"t""Est",4,1,{test},"{t""Est}",1,NN|VB,522.45,0.94,,test,84.08,T EH S T,4,12,0.5909090909090909,2.8508350829420296e-05,0.014333421610006551,1.0846056610921324e-16,
text,4,124115,5.24,"t""Ekst",5,1,{text},"{t""Ekst}",1,NN,627.24,0.97,,text,5.24,T EH K S T,4,4,0.5,1.3706083435505764e-06,0.013305898989158868,1.8605398615989063e-17,
than,4,702491,738.8,"D""an",3,1,{than},"{D""an}",1,minor,745.96,0.77,,than,738.8,DH AE N,4,5,0.2,3.200741052310708e-05,0.011451730340289417,1.8730717013175928e-18,
that,4,5262331,14111.31,"D""at",3,1,{that},"{D""at}",1,minor|NN,608.7,0.94,,that,14111.31,DH AE T,4,5,0.2,5.7365840107769996e-05,0.012944101510304592,3.4048087629012274e-18,
thaw,4,555,1.59,"T""O",2,1,{thaw},"{T""O}",1,NN|VB,704.09,0.94,,thaw,1.59,TH AO,4,3,0.3333333333333333,5.823633050518085e-06,0.01138221413777775,5.666193896021639e-19,
then,4,705900,1489.53,"D""En",3,1,{then},"{D""En}",1,RB|JJ,567.53,0.91,,then,1489.53,DH EH N,4,5,0.1,1.7954415751367227e-05,0.010768545771230894,-1.7740355194736623e-18,
they,4,1617818,4102.94,"D""e",2,1,{they},"{D""e}",1,minor,618.38,1,,they,4102.94,DH EY,4,1,0.0,0.0,0.00936758080344025,1.809752100418378e-19,
tack,4,1603,2.12,"t""ak",3,1,{tack},"{t""ak}",1,NN|VB,681.29,0.94,,tack,2.12,T AE K,4,12,0.2878787878787879,2.5021755014691365e-05,0.014012083654131766,-6.156224882150403e-17,
tact,4,754,1.1,"t""akt",4,1,{tact},"{t""akt}",1,NN,672,0.88,,tact,1.1,T AE K T,4,5,0.2,5.491779902352708e-06,0.013181812413219798,-1.2328079052425592e-17,
tail,4,11267,23.9,"t""el",3,1,{tail},"{t""el}",1,NN|VB,621.26,1,,tail,23.9,T EY L,4,12,0.6818181818181818,1.499783993082424e-05,0.01341077689682411,4.596736203488982e-17,
take,4,330816,1891.04,"t""ek",3,1,{take},"{t""ek}",1,VB|NN,555.06,0.94,,take,1891.04,T EY K,4,11,0.5636363636363636,4.4333073597120605e-06,0.013615476069967691,-1.9379773491493817e-16,
tale,4,6202,12.0,"t""el",3,1,{tale},"{t""el}",1,NN,603.7,0.97,,tale,12.0,T EY L,4,13,0.32051282051282054,4.083614659590356e-05,0.014712126904746516,-1.2268243657561665e-16,
talk,4,91547,855.0,"t""Ok",3,1,{talk},"{t""Ok}",1,VB|NN,547.45,0.91,,talk,855.0,T AO K,4,7,0.23809523809523808,2.3618059262086398e-05,0.014130610968954472,-2.099247338900517e-17,
tall,4,11346,32.33,"t""Ol",3,1,{tall},"{t""Ol}",1,JJ|NN,618.53,1,,tall,32.33,T AO L,4,14,0.3516483516483517,5.004261861473389e-05,0.014915135149373699,-2.900487819025287e-17,
tame,4,1305,2.73,"t""em",3,1,{tame},"{t""em}",1,JJ|VB,687.36,0.85,,tame,2.73,T EY M,4,12,0.2878787878787879,2.5511433329408465e-05,0.01359532887246848,-8.638947963547226e-17,
tamp,4,30,0.06,"t""amp",4,1,{tamp},"{t""amp}",1,VB,741.11,0.26,,tamp,0.06,T AE M P,4,6,0.6666666666666666,5.9329676349789066e-06,0.012261741961849992,-9.603263552330548e-18,
tang,4,2556,2.24,"t""aN",3,1,{tang},"{t""aN}",1,NN,653.16,0.78,,tang,2.24,T AE NG,4,10,0.4888888888888889,9.496031594541406e-06,0.012796271938738437,-2.2228216083371232e-18,
tank,4,17481,25.61,"t""aNk",4,1,{tank},"{t""aNk}",1,NN|VB,510.09,0.94,,tank,25.61,T AE NG K,4,8,0.32142857142857145,1.0301148954753924e-05,0.013363961093838835,-9.678259658521497e-18,
tape,4,61126,68.84,"t""ep",3,1,{tape},"{t""ep}",1,NN|VB,621.58,1,,tape,68.84,T EY P,4,7,0.2857142857142857,1.0835327598768642e-05,0.01312156991147415,-5.58238849484916e-17,
tart,4,575,2.39,"t""Art",4,1,{tart},"{t""Art}",1,JJ|NN|VB,663.66,0.94,,tart,2.39,T AA R T,4,7,0.5238095238095238,1.0354943083638065e-05,0.014220280532447296,-3.7999898679494756e-17,
task,4,21503,12.73,"t""ask",4,1,{task},"{t""ask}",1,NN|VB,616.82,1,,task,12.73,T AE S K,4,7,0.2857142857142857,1.1808042524259219e-05,0.013408819690622006,-3.1263275721488514e-17,
taut,4,543,0.69,"t""Ot",3,1,{taut},"{t""Ot}",1,JJ,763.52,0.66,,taut,0.69,T AO T,4,2,1.0,0.0,0.012130608993945339,-5.261687895494327e-18,
taxi,4,2745,25.84,"t""ak.si",5,2,{taxi},"{t""ak.si}",1,NN|VB,611.18,1,,taxi,25.84,T AE K S IY,4,0,0.0,0.0,0.0,-3.0439337365074394e-19,
team,4,108529,147.61,"t""im",3,1,{team},"{t""im}",1,NN|VB,616.65,0.91,,team,147.61,T IY M,4,7,0.23809523809523808,2.5693116885030615e-05,0.013147858116791927,-8.868539404918416e-19,
tear,4,6617,27.0,"t""Ir",3,1,{tear},"{t""Ir}",1,NN,580.97,0.97,,tear,27.0,T EH R,4,13,0.717948717948718,1.3911766433626469e-05,0.013505399459083049,-3.895075254449286e-17,
teat,4,223,0.31,"t""it",3,1,{teat},"{t""it}",1,NN,697.73,0.31,,teat,0.31,T IH T,4,12,0.2878787878787879,0.0001139566951229467,0.014674530030369268,1.9373671266287493e-17,
teem,4,71,0.04,"t""im",3,1,{teem},"{t""im}",1,VB,720.15,0.39,,teem,0.04,T IY M,4,5,0.2,1.2538135672065317e-05,0.011782153439361629,3.627264669510351e-18,
teen,4,4196,4.1,"t""in",3,1,{teen},"{t""in}",1,JJ|NN,584.44,1,,teen,4.1,T IY N,4,3,0.0,1.0417970903502678e-05,0.010745875148554618,3.6096567178786257e-19,
sure,4,260476,1099.82,"S""Ur",3,1,{sure},"{S""Ur}",1,JJ|RB|NN,585.79,1,,sure,1099.82,SH UH R,4,7,0.3333333333333333,2.723991974778321e-05,0.013922902336739202,-2.4969140800054665e-17,
surf,4,5923,6.35,"s""3`f",3,1,{surf},"{s""3`f}",1,NN|VB,627.14,1,,surf,6.35,S AH R F,4,3,0.0,1.0809331013530502e-05,0.012038421451800575,-1.5319661555629405e-18,
swab,4,289,2.37,"sw""Ab",4,1,{swab},"{sw""Ab}",1,VB|NN,724.28,0.97,,swab,2.37,S W AA B,4,6,0.4,1.0963782833008575e-06,0.010675950792486868,-1.2757788219785808e-18,
swan,4,1631,6.82,"sw""An",4,1,{swan},"{sw""An}",1,NN|VB,599.23,0.91,,swan,6.82,S W AA N,4,5,0.4,1.4155742764483476e-06,0.010556961107680339,1.001527443773062e-18,
swap,4,13962,3.63,"sw""Ap",4,1,{swap},"{sw""Ap}",1,NN|VB,652.56,0.94,,swap,3.63,S W AA P,4,6,0.4,8.934411574521691e-06,0.011436050848909883,-3.8630857566539165e-18,
sway,4,1467,2.53,"sw""e",3,1,{sway},"{sw""e}",1,VB|NN,676,0.88,,sway,2.53,S W EY,4,6,0.26666666666666666,1.173898785867287e-05,0.01089108967758914,3.3146928902918402e-18,
swig,4,161,0.94,"sw""Ig",4,1,{swig},"{sw""Ig}",1,NN|VB,762.64,0.69,,swig,0.94,S W IH G,4,2,0.0,2.3742695931404965e-06,0.009094954713932091,1.2549708764424503e-19,
swim,4,5116,31.8,"sw""Im",4,1,{swim},"{sw""Im}",1,VB|NN,530.94,0.97,,swim,31.8,S W IH M,4,4,0.5,9.947356746848911e-06,0.010385128576934778,-2.9450905757561087e-18,
such,4,371015,291.22,"s""VtS",3,1,{such},"{s""VtS}",1,JJ|NN|minor,620.25,0.88,,such,291.22,S AH CH,4,2,0.0,5.754673616743093e-07,0.011163697754573753,-4.456346326278187e-18,
suck,4,13814,34.88,"s""Vk",3,1,{suck},"{s""Vk}",1,VB|NN,593.97,1,,suck,34.88,S AH K,4,11,0.32727272727272727,2.2919888730555625e-05,0.013208342800480445,-3.518120571589421e-17,
suds,4,164,0.47,"s""Vdz",4,1,{sud}>s>,"{s""Vd}>z>",2,NN,707.24,0.62,,suds,0.47,S AH D Z,4,1,0.0,0.0,5.6341202321257534e-05,5.892531465533451e-19,
suit,4,18276,68.61,"s""ut",3,1,{suit},"{s""ut}",1,NN|VB,648.03,0.97,,suit,68.61,S UW T,4,5,0.6,2.4265953940933772e-05,0.011372352088147294,-5.4750025443184076e-18,
sulk,4,154,0.75,"s""Vlk",4,1,{sulk},"{s""Vlk}",1,NN|VB,647.67,0.88,,sulk,0.75,S AH L K,4,4,0.16666666666666666,3.7294532383628876e-06,0.012527574655050722,-6.136409320055729e-18,
stir,4,4523,5.9,"st""3`",3,1,{stir},"{st""3`}",1,VB|NN,676.82,0.97,,stir,5.9,S T AH R,4,1,0.0,0.0,0.010465569258473858,2.4256274551605395e-19,
stop,4,96586,707.27,"st""Ap",4,1,{stop},"{st""Ap}",1,VB|NN,608.78,1,,stop,707.27,S T AA P,4,5,0.1,2.8935251703335038e-05,0.01123880520124061,-1.9489524544716907e-19,
stow,4,180,1.25,"st""o",3,1,{stow},"{st""o}",1,VB|NN,659.91,0.7,,stow,1.25,S T OW,4,5,0.3,1.1028972486749354e-05,0.010540006025024891,-6.0693949848904036e-18,
stub,4,787,0.96,"st""Vb",4,1,{stub},"{st""Vb}",1,NN|VB,696.86,0.85,,stub,0.96,S T AH B,4,4,0.16666666666666666,1.4917707899721502e-05,0.00973378880391376,3.6926920056543636e-18,
stud,4,3139,6.94,"st""Vd",4,1,{stud},"{st""Vd}",1,NN,626.45,0.94,,stud,6.94,S T AH D,4,3,0.3333333333333333,8.101349353383437e-06,0.008920119662149707,1.1978879678522669e-18,
stun,4,1780,1.88,"st""Vn",4,1,{stun},"{st""Vn}",1,NN|VB,794.46,0.85,,stun,1.88,S T AH N,4,3,0.3333333333333333,9.203515172445918e-06,0.009590525315254905,4.44702231790697e-19,
stab,4,1640,8.76,"st""ab",4,1,{stab},"{st""ab}",1,NN|VB,627.03,1,,stab,8.76,S T AE B,4,7,0.2857142857142857,2.2188448306563776e-05,0.011021740945314537,-5.463962663350786e-19,
stag,4,290,1.59,"st""ag",4,1,{stag},"{st""ag}",1,NN,694.87,0.88,,stag,1.59,S T AE G,4,5,0.4,4.6091531670304965e-06,0.010759718060679468,-1.761593812568675e-18,
star,4,81633,81.35,"st""Ar",4,1,{star},"{st""Ar}",1,NN|VB,523.76,0.97,,star,81.35,S T AA R,4,8,0.32142857142857145,4.582984958380152e-05,0.012245399509548444,-4.298217069605101e-18,
stay,4,49009,515.65,"st""e",3,1,{stay},"{st""e}",1,VB|NN,662.91,0.97,,stay,515.65,S T EY,4,5,0.4,4.403766545324765e-06,0.01104160948445403,3.61237922278495e-18,
stem,4,3579,2.24,"st""Em",4,1,{stem},"{st""Em}",1,NN|VB,565.82,0.97,,stem,2.24,S T EH M,4,4,0.16666666666666666,1.5620888989577705e-05,0.011163697754573753,4.0211444805199566e-18,
step,4,43956,118.67,"st""Ep",4,1,{step},"{st""Ep}",1,NN|VB,565,1,,step,118.67,S T EH P,4,4,0.16666666666666666,2.4496929729238246e-05,0.011383624398481227,-1.593058821199782e-18,
stew,4,1556,6.43,"st""u",3,1,{stew},"{st""u}",1,NN|VB,653.64,1,,stew,6.43,S T UW,4,4,0.16666666666666666,1.291211486553228e-05,0.010293214488028455,3.566097385132148e-18,
spat,4,688,1.55,"sp""at",4,1,{spat},"{sp""at}",1,VB|NN,736.21,0.82,,spat,1.55,S P AE T,4,6,0.2,3.079395177509942e-05,0.013087924860419087,-4.994095333881135e-18,
spew,4,3351,0.47,"spj""u",4,1,{spew},"{spj""u}",1,VB,690.22,0.79,,spew,0.47,S P Y UW,4,1,0.0,0.0,0.009005805971392078,-3.0770059030463162e-18,
spillway,8,27,0.2,"spIl%we,6,2,NULL,NULL,NULL,NN,797.58,0.76,,spillway
spin,4,10683,14.63,spIn",4,1,{spin},"{sp""In}",1,VB|NN,523.7,0.97,,spin,14.63,S P IH N,4,5,0.2,7.371945090132545e-06,0.011045591791313055,-3.03435203557759e-18,
spit,4,3740,19.35,"sp""It",4,1,{spit},"{sp""It}",1,VB|NN,590.69,0.97,,spit,19.35,S P IH T,4,8,0.2857142857142857,3.1016176742426734e-05,0.012394068868223659,-1.0637399708363097e-17,
spot,4,19103,61.57,"sp""At",4,1,{spot},"{sp""At}",1,NN|VB,556.52,0.97,,spot,61.57,S P AA T,4,5,0.4,2.3782046702834322e-05,0.013298195472592558,-2.1485189907074224e-17,
spur,4,1019,1.43,"sp""3`",3,1,{spur},"{sp""3`}",1,NN|VB,675.32,1,,spur,1.43,S P AH R,4,2,0.0,9.238758099065483e-07,0.011248436890321008,4.78209273970425e-19,
snow,4,20209,31.35,"sn""o",3,1,{snow},"{sn""o}",1,NN|VB,604.68,1,,snow,31.35,S N OW,4,5,0.3,2.5935680451173348e-05,0.010401588647134835,-2.656466056867363e-18,
snub,4,181,0.39,"sn""Vb",4,1,{snub},"{sn""Vb}",1,VB|NN|JJ,671.69,0.88,,snub,0.39,S N AH B,4,3,0.0,4.359908883126207e-06,0.009320068220748833,-2.6319001985083205e-18,
snug,4,1259,1.43,"sn""Vg",4,1,{snug},"{sn""Vg}",1,JJ,760.14,0.85,,snug,1.43,S N AH G,4,4,0.16666666666666666,6.6038687968860256e-06,0.009145653247077641,7.813298307529186e-19,
soak,4,2107,3.45,"s""ok",3,1,{soak},"{s""ok}",1,VB,643.22,0.94,,soak,3.45,S OW K,4,3,0.3333333333333333,6.253315274715983e-05,0.013093520381949835,-6.441848545471493e-18,
soap,4,8037,15.2,"s""op",3,1,{soap},"{s""op}",1,NN|VB,574.06,1,,soap,15.2,S OW P,4,6,0.26666666666666666,6.465007889654742e-05,0.01276604592471057,-3.0366711418665297e-18,
soar,4,864,1.53,"s""Or",3,1,{soar},"{s""Or}",1,VB|NN,627.88,1,,soar,1.53,S OW R,4,9,0.2222222222222222,5.848236337831184e-05,0.01318559594146699,-1.2162036214320248e-17,
sock,4,1146,8.98,"s""Ak",3,1,{sock},"{s""Ak}",1,NN|VB,565.03,1,,sock,8.98,S AA K,4,10,0.4,7.400473507947788e-05,0.01395462219321719,-4.784802970230943e-17,
soda,4,3367,19.84,"s""o.4@",4,2,{soda},"{s""o.4@}",1,NN,560.65,0.97,,soda,19.84,S OW D AH,4,2,1.0,0.0,0.010967796647981615,-1.5190528900916617e-18,
sofa,4,1515,5.86,"s""o.f@",4,2,{sofa},"{s""o.f@}",1,NN,645.35,0.94,,sofa,5.86,S OW F AH,4,3,0.3333333333333333,7.5144798116964495e-06,0.011949178374319415,-2.948237171858088e-18,
soft,4,22233,32.02,"s""Oft",4,1,{soft},"{s""Oft}",1,JJ|RB,593.81,0.97,,soft,32.02,S AO F T,4,5,0.1,2.6028667917185954e-05,0.013587286678518483,-1.2671808595934002e-17,
soil,4,7607,7.78,"s""OIl",3,1,{soil},"{s""OIl}",1,NN|VB,586.66,1,,soil,7.78,S OY L,4,7,0.47619047619047616,1.2073129791825897e-05,0.012658753447250206,7.816426296213257e-18,
sole,4,7668,5.25,"s""ol",3,1,{sole},"{s""ol}",1,JJ|NN|VB,616.79,0.94,,sole,5.25,S OW L,4,9,0.3055555555555556,2.5365500299011365e-05,0.01463013256690159,-2.9801070505989895e-17,
solo,4,17635,8.55,"s""o.lo",4,2,{solo},"{s""o.lo}",1,NN|JJ|RB,581.53,0.94,,solo,8.55,S OW L OW,4,5,0.3,7.988421180165782e-06,0.013354248912811336,-1.0046369742189112e-18,
some,4,1042740,1727.24,"s""Vm",3,1,{some},"{s""Vm}",1,minor|NN,635.24,1,,some,1727.24,S AH M,4,8,0.25,3.1686003747350894e-05,0.013956741989995745,-2.518996621745134e-17,
song,4,59801,93.69,"s""ON",3,1,{song},"{s""ON}",1,NN,559.5,1,,song,93.69,S AO NG,4,4,0.3333333333333333,1.7146606345369814e-06,0.012016378828164006,-4.290679335042015e-18,
soon,4,90301,257.65,"s""un",3,1,{soon},"{s""un}",1,RB,585.28,0.94,,soon,257.65,S UW N,4,5,0.6,1.087790344251406e-05,0.0131893816422828,-2.7030053327247886e-17,
soot,4,283,1.08,"s""Ut",3,1,{soot},"{s""Ut}",1,NN,809.19,0.6,,soot,1.08,S UH T,4,13,0.32051282051282054,0.00025663583695890784,0.014917556830677381,-9.633053564852213e-17,
sore,4,3354,15.0,"s""Or",3,1,{sore},"{s""Or}",1,JJ,670.29,0.97,,sore,15.0,S OW R,4,12,0.3484848484848485,0.00011738299946867493,0.015459739613013963,-5.4425118682475985e-17,
sort,4,78952,148.71,"s""Ort",4,1,{sort},"{s""Ort}",1,NN|VB,600.03,0.94,,sort,148.71,S AO R T,4,5,0.2,0.00011668338488091735,0.014759394782352126,-2.6849870489184412e-17,
soul,4,32352,76.96,"s""ol",3,1,{soul},"{s""ol}",1,NN,587.66,1,,soul,76.96,S OW L,4,4,0.16666666666666666,1.077138426158771e-05,0.012108227796539533,-5.849159003872335e-20,
soup,4,6046,25.2,"s""up",3,1,{soup},"{s""up}",1,NN|VB,539.56,1,,soup,25.2,S UW P,4,4,0.16666666666666666,2.7430109496729683e-05,0.012630909062433597,-2.102083393250959e-18,
sour,4,2340,5.82,"s""aUr",3,1,{sour},"{s""aUr}",1,JJ|VB|NN,649.15,1,,sour,5.82,S AW R,4,10,0.35555555555555557,2.821525805623338e-05,0.012425917300533135,-4.116084069035156e-18,
