Word,Length,Freq_HAL,SUBTLWF,Pron,NPhon,NSyll,MorphSp,MorphPr,NMorph,POS,I_Mean_RT,I_Mean_Accuracy,X,Item
wrinkles,8,586,2.02,r"IN.kl=z,6,2,{wrinkle}>s>,{r"IN.kl=}>z>,2,NN|VB,642.59,1,,wrinkles
wrinkly,7,69,0.33,r"IN.kl=.i,6,3,{wrinkle}>y>,{r"IN.kl=}.>i>,2,JJ,777.29,0.97,,wrinkly
wrist,5,4355,10.33,r"Ist,4,1,{wrist},{r"Ist},1,NN,616.42,0.91,,wrist
wristband,9,36,0.18,r"Ist.b%and,8,2,{wrist}{band},{r"Ist}.{b%and},2,NN,735.76,1,,wristband
wrists,6,2255,4.35,r"Ists,5,1,{wrist}>s>,{r"Ist}>s>,2,NN,699.52,0.94,,wrists
wristwatch,10,146,1.16,r"Ist.w%AtS,7,2,{wrist}{watch},{r"Ist}.{w%AtS},2,NN,809.43,0.88,,wristwatch
writ,4,1279,1.73,r"It,3,1,{writ},{r"It},1,NN,793.94,0.53,,writ
write,5,132648,126.8,r"aIt,3,1,{write},{r"aIt},1,VB,608,1,,write
writer,6,22933,23.53,r"aI4.@`,4,2,{write}>er>,{r"aI4}.>@`>,2,NN,661.59,1,,writer
writers,7,19496,5.94,r"aI4.@`z,5,2,{write}>er>>s>,{r"aI4}.>@`>>z>,3,NN,674.06,0.97,,writers
writes,6,565774,8.25,r"aIts,4,1,{write}>s>,{r"aIt}>s>,2,VB,596.74,0.97,,writes
writhe,6,176,0.18,r"aID,3,1,{writhe},{r"aID},1,VB,811,0.65,,writhe
writhing,8,817,0.41,r"aID.IN,5,2,{writhe}>ing>,{r"aID}.>IN>,2,VB,791.71,0.71,,writhing
writing,7,73085,55.92,r"aI4.IN,5,2,{write}>ing>,{r"aI4}.>IN>,2,VB|NN,695.12,0.97,,writing
writings,8,5891,1.06,r"aI4.INz,6,2,{write}>ing>>s>,{r"aI4}.>IN>>z>,3,NN,746.63,0.94,,writings
writs,5,216,0.04,r"Its,4,1,{writ}>s>,{r"It}>s>,2,NN,897.38,0.47,,writs
written,7,103440,44.06,r"I.tn=,4,2,{writt--en},{r"I.t--n=},2,VB|JJ,578.63,1,,written
wrong,5,138848,523.1,r"ON,3,1,{wrong},{r"ON},1,JJ|NN|RB|VB,637.86,0.94,,wrong
wrongdoer,9,54,0.02,r"ON.d%u@`,6,2,{wrong}{do}>er>,{r"ON}.{d%u}>@`>,3,NN,962.47,0.94,,wrongdoer
wronged,7,346,1.1,r"ONd,4,1,{wrong}>ed>,{r"ON}>d>,2,VB|JJ,670.93,0.9,,wronged
wrongdoing,10,695,0.51,r"ON.d%u.IN,7,3,{wrong}{do}>ing>,{r"ON}.{d%u}.>IN>,3,NN|VB|JJ,821.61,0.97,,wrongdoing
wrongful,8,560,1.06,r"ON.fl=,5,2,{wrong}>ful>,{r"ON}.>fl=>,2,JJ,644.23,1,,wrongful
wrongly,7,1415,0.94,r"ON.li,5,2,{wrong}>ly>,{r"ON}.>li>,2,RB,669.82,0.97,,wrongly
wrongs,6,1294,1.04,r"ONz,4,1,{wrong}>s>,{r"ON}>z>,2,NN|VB,614.59,0.94,,wrongs
wrote,5,1028146,71.16,r"ot,3,1,{wrote},{r"ot},1,VB,702.84,0.97,,wrote
wrought,7,544,0.86,r"Ot,3,1,{wrought},{r"Ot},1,VB|JJ,752.39,0.72,,wrought
wry,3,348,0.2,r"aI,2,1,{wry},{r"aI},1,JJ,686.13,0.68,,wry
wryly,5,117,0.04,r"aI.li,4,2,{wry}>ly>,{r"aI}.>li>,2,RB,830.68,0.65,,wryly
Wyoming,7,1981,2.16,waI."o.mIN,6,3,{wyoming},{waI."o.mIN},1,NN,779.76,1,,wyoming
xenon,5,253,0.67,z"E.nAn,5,2,{xenon},{z"E.nAn},1,NN|JJ,923.35,0.61,,xenon
xerox,5,2944,0.94,z"I.rAks,6,2,{xerox},{z"I.rAks},1,NN|VB,760.52,0.85,,xerox
xylophone,9,67,0.18,z"aI.l@.f%on,7,3,{xylo--phone},{z"aI.l@-.-f%on},2,NN,778.16,0.78,,xylophone
xylophones,10,12,0.02,z"aI.l@.f%onz,8,3,{xylo--phone}>s>,{z"aI.l@-.-f%on}>z>,3,NN,1016.82,0.69,,xylophones
yacht,5,1006,8.22,j"At,3,1,{yacht},{j"At},1,NN,743.4,0.76,,yacht
yachting,8,90,0.33,j"A4.IN,5,2,{yacht}>ing>,{j"A4}.>IN>,2,VB|NN,910.55,0.85,,yachting
yachts,6,219,0.49,j"Ats,4,1,{yacht}>s>,{j"At}>s>,2,NN,907.96,0.73,,yachts
yachtsman,9,11,0.06,j"Ats.m@n,7,2,{yacht}>s>>man>,{j"At}>s>.>m@n>,3,NN,1019.05,0.67,,yachtsman
yachtsmen,9,10,0.04,j"Ats.m@n,7,2,{yacht}>s>>men>,{j"At}>s>.>m@n>,3,NN,1002.11,0.59,,yachtsmen
yahoo,5,1800,2.92,j@.h"u,4,2,{yahoo},{j@.h"u},1,NN|minor,659.19,0.97,,yahoo
yak,3,764,1.39,j"ak,3,1,{yak},{j"ak},1,NN|VB,742.55,0.59,,yak
yaks,4,122,0.14,j"aks,4,1,{yak}>s>,{j"ak}>s>,2,NN|VB,990.12,0.52,,yaks
Yale,4,4146,14.39,j"el,3,1,{yale},{j"el},1,NN,602.38,0.97,,yale
yam,3,577,0.84,j"am,3,1,{yam},{j"am},1,NN,735.59,0.79,,yam
yammer,6,42,0.12,j"a.m@`,4,2,{yammer},{j"a.m@`},1,VB|NN,814.67,0.18,,yammer
yank,4,1559,4.71,j"aNk,4,1,{yank},{j"aNk},1,NN|VB,758.77,0.94,,yank
yanked,6,895,1.18,j"aNkt,5,1,{yank}>ed>,{j"aNk}>t>,2,VB,748.57,0.85,,yanked
Yankee,6,1704,9,j"aN.ki,5,2,{yank--ee},{j"aN.k--i},2,NN,567.52,0.97,,yankee
Yankees,7,1288,6.06,j"aN.kiz,6,2,{yank--ee}>s>,{j"aN.k--i}>z>,3,NN,693,0.94,,yankees
yanking,7,376,0.78,j"aNk.IN,6,2,{yank}>ing>,{j"aNk}.>IN>,2,VB,789.62,0.85,,yanking
yanks,5,1020,2.39,j"aNks,5,1,{yank}>s>,{j"aNk}>s>,2,NN|VB,715.62,0.91,,yanks
yap,3,642,1.43,j"ap,3,1,{yap},{j"ap},1,VB|NN,790.67,0.55,,yap
yapping,7,191,1.14,j"ap.IN,5,2,{yap}>ing>,{j"ap}.>IN>,2,VB|NN,896.96,0.74,,yapping
yard,4,7418,25.06,j"Ard,4,1,{yard},{j"Ard},1,NN,623.47,1,,yard
yardage,7,234,0.06,j"Ar4.IdZ,6,2,{yard}>age>,{j"Ar4}.>IdZ>,2,NN,1150.2,0.47,,yardage
yards,5,5654,14.9,j"Ardz,5,1,{yard}>s>,{j"Ard}>z>,2,NN,654.91,0.97,,yards
yardstick,9,269,0.33,j"Ard.st%Ik,8,2,{yard}{stick},{j"Ard}.{st%Ik},2,NN,731.73,0.97,,yardstick
yarn,4,3131,1.59,j"Arn,4,1,{yarn},{j"Arn},1,NN,642.13,0.94,,yarn
yarns,5,328,0.18,j"Arnz,5,1,{yarn}>s>,{j"Arn}>z>,2,NN,665.45,0.89,,yarns
yarrow,6,123,0.02,j"a.ro,4,2,{yarrow},{j"a.ro},1,NN,656.75,0.11,,yarrow
yawl,4,30,0.24,j"Ol,3,1,{yawl},{j"Ol},1,NN,815.44,0.26,,yawl
yawn,4,1333,1,j"On,3,1,{yawn},{j"On},1,NN|VB,701.26,0.94,,yawn
yawning,7,333,0.94,j"On.IN,5,2,{yawn}>ing>,{j"On}.>IN>,2,VB,743.87,0.94,,yawning
yaws,4,16,0.02,j"Oz,3,1,{yaw}>s>,{j"O}>z>,2,NN|VB,908,0.21,,yaws
ye,2,7263,12.57,j"i,2,1,{ye},{j"i},1,minor,944.5,0.26,,ye
yea,3,4245,6.88,j"e,2,1,{yea},{j"e},1,NN|minor,1001.5,0.67,,yea
yeah,4,50018,2985.53,j"E@,3,1,{yeah},{j"E@},1,minor|NN,672.7,0.97,,yeah
year,4,246566,277.92,j"Ir,3,1,{year},{j"Ir},1,NN,592.17,0.91,,year
yearbook,8,880,4.73,j"Ir.b%Uk,6,2,{year}{book},{j"Ir}.{b%Uk},2,NN,606.88,1,,yearbook
yearling,8,101,0.24,j"3`.lIN,5,2,{year--ling},{j"3`-.-lIN},2,NN,725.65,0.79,,yearling
yearlong,8,16,0.04,j%Ir.l"ON,6,2,{year}-{long},{j%Ir}.{l"ON},2,JJ,735.25,1,,yearlong
yearly,6,2845,0.88,j"Ir.li,5,2,{year}>ly>,{j"Ir}.>li>,2,JJ|RB,664.91,1,,yearly
yearn,5,348,0.96,j"3`n,3,1,{yearn},{j"3`n},1,VB,739.91,0.94,,yearn
yearned,7,94,0.39,j"3`nd,4,1,{yearn}>ed>,{j"3`n}>d>,2,VB,704.26,0.84,,yearned
yearning,8,567,1.59,j"3`n.IN,5,2,{yearn}>ing>,{j"3`n}.>IN>,2,VB|NN,753.24,0.97,,yearning
yearnings,9,89,0.14,j"3`n.INz,6,2,{yearn}>ing>>s>,{j"3`n}.>IN>>z>,3,NN,836.44,0.97,,yearnings
years,5,348898,568.69,j"Irz,4,1,{year}>s>,{j"Ir}>z>,2,NN,558.39,0.97,,years
yeast,5,6894,0.86,j"ist,4,1,{yeast},{j"ist},1,NN,628.09,0.97,,yeast
yeasts,6,385,0.06,j"ists,5,1,{yeast}>s>,{j"ist}>s>,2,NN,705.48,0.91,,yeasts
yell,4,3322,18.41,j"El,3,1,{yell},{j"El},1,NN|VB,672.62,0.91,,yell
yelled,6,2100,6.14,j"Eld,4,1,{yell}>ed>,{j"El}>d>,2,VB,663.78,0.97,,yelled
yeller,6,63,0.49,j"El.@`,4,2,{yell}>er>,{j"El}.>@`>,2,NN,861.44,0.78,,yeller
yelling,7,2918,21.31,j"El.IN,5,2,{yell}>ing>,{j"El}.>IN>,2,VB|NN,636,1,,yelling
yellow,6,19319,33.8,j"E.lo,4,2,{yellow},{j"E.lo},1,JJ|NN|VB,618.91,0.94,,yellow
yellowed,8,264,0.02,j"E.lod,5,2,{yellow}>ed>,{j"E.lo}>d>,2,VB,748.85,0.97,,yellowed
yellowing,9,282,0.18,j"E.lo.IN,6,3,{yellow}>ing>,{j"E.lo}.>IN>,2,VB|NN,800.1,0.88,,yellowing
yelp,4,212,0.14,j"Elp,4,1,{yelp},{j"Elp},1,NN|VB,733.36,0.76,,yelp
yelped,6,174,0.12,j"Elpt,5,1,{yelp}>ed>,{j"Elp}>t>,2,VB,771.65,0.68,,yelped
yelping,7,90,0.45,j"Elp.IN,6,2,{yelp}>ing>,{j"Elp}.>IN>,2,VB,856.96,0.74,,yelping
yelps,5,77,0.47,j"Elps,5,1,{yelp}>s>,{j"Elp}>s>,2,NN|VB,802.18,0.65,,yelps
Yemen,5,630,0.35,j"E.m@n,5,2,{yemen},{j"E.m@n},1,NN,815.81,0.91,,yemen
yen,3,3686,6.12,j"En,3,1,{yen},{j"En},1,NN|VB,792.26,0.68,,yen
yeoman,6,199,0.18,j"o.m@n,5,2,{yeo--man},{j"o-.-m@n},2,NN,764.7,0.3,,yeoman
yes,3,197092,1996.76,j"Es,3,1,{yes},{j"Es},1,minor|NN,596.82,1,,yes
yesterday,9,21313,96.76,j"E.st@`.d%e,7,3,{yester--day},{j"E.st@`-.-d%e},2,NN|RB,696,1,,yesterday
yesteryear,10,310,0.18,j"E.st@`.j%Ir,8,3,{yester--year},{j"E.st@`-.-j%Ir},2,NN,859.35,0.72,,yesteryear
yet,3,159994,341.73,j"Et,3,1,{yet},{j"Et},1,RB|minor,600.35,1,,yet
yeti,4,2772,0.27,j"E.4i,4,2,{yeti},{j"E.4i},1,NN,941.3,0.29,,yeti
Yiddish,7,768,0.73,j"I.4IS,5,2,{yidd--ish},{j"I.4--IS},2,NN,725.08,0.76,,yiddish
yield,5,6182,4.04,j"ild,4,1,{yield},{j"ild},1,VB|NN,607.03,0.97,,yield
yielded,7,918,0.41,j"ild.@d,6,2,{yield}>ed>,{j"ild}.>@d>,2,VB,672.21,0.97,,yielded
yielding,8,926,0.43,j"ild.IN,6,2,{yield}>ing>,{j"ild}.>IN>,2,VB|NN,657.64,0.88,,yielding
yields,6,2699,0.57,j"ildz,5,1,{yield}>s>,{j"ild}>z>,2,VB|NN,705.39,0.91,,yields
yin,3,1221,3.29,j"In,3,1,{yin},{j"In},1,NN,846.62,0.38,,yin
yip,3,710,1.25,j"Ip,3,1,{yip},{j"Ip},1,NN|VB,947.27,0.32,,yip
yippee,6,226,1.41,jI.p"i,4,2,{yippee},{jI.p"i},1,minor|NN,924.48,0.7,,yippee
yodel,5,132,0.84,j"o.4l=,4,2,{yodel},{j"o.4l=},1,NN|VB,907.6,0.63,,yodel
yodeling,8,47,0.25,j"o.4l=.IN,6,3,{yodel}>ing>,{j"o.4l=}.>IN>,2,VB|NN|JJ,995.82,0.52,,yodeling
yoga,4,1985,4.45,j"o.g@,4,2,{yoga},{j"o.g@},1,NN,691.67,0.94,,yoga
yogurt,6,1279,2.27,j"o.g@`t,5,2,{yogurt},{j"o.g@`t},1,NN,761.52,0.94,,yogurt
yoke,4,996,0.43,j"ok,3,1,{yoke},{j"ok},1,NN|VB,706.5,0.81,,yoke
yokel,5,53,0.31,j"o.kl=,4,2,{yokel},{j"o.kl=},1,NN,722.42,0.35,,yokel
yokels,6,60,0.57,j"o.kl=z,5,2,{yokel}>s>,{j"o.kl=}>z>,2,NN,791.78,0.29,,yokels
yolk,4,324,0.41,j"ok,3,1,{yolk},{j"ok},1,NN,751.58,0.89,,yolk
yon,3,279,0.78,j"An,3,1,{yon},{j"An},1,minor|RB|NN,751.5,0.06,,yon
yonder,6,291,3.49,j"An.4@`,5,2,{yonder},{j"An.4@`},1,NN,832.09,0.74,,yonder
Yonkers,7,323,0.94,"jANk@`z,6,2,NULL,NULL,NULL,NN,726.61,0.68,,yonkers
yore,4,383,0.25,j"Or,3,1,{yore},{j"Or},1,NN|minor,755.56,0.28,,yore
York,4,79856,138.61,j"Ork,4,1,{york},{j"Ork},1,NN,634.17,0.91,,york
Yorkshire,9,1389,1,j"Ork.SaIr,7,2,{york--shire},{j"Ork-.-SaIr},2,NN,749.27,0.97,,yorkshire
you,3,5030485,41857.12,j"u,2,1,{you},{j"u},1,minor,615.21,1,,you
young,5,66849,243.18,j"VN,3,1,{young},{j"VN},1,JJ|NN,700.34,0.91,,young
younger,7,10673,24.65,j"VN.g@`,5,2,{young}>er>,{j"VN.g$}>@`>,2,JJ,626.13,0.97,,younger
youngest,8,1536,5,j"VN.gIst,7,2,{young}>est>,{j"VN.g$}>Ist>,2,JJ,703.9,0.91,,youngest
youngish,8,63,0.02,j"VN.IS,5,2,{young}>ish>,{j"VN}.>IS>,2,JJ,745.52,0.84,,youngish
youngster,9,508,1.45,j"VN.st@`,6,2,{young}>ster>,{j"VN}.>st@`>,2,NN,721.44,0.94,,youngster
youngsters,10,1043,1.73,j"VN.st@`z,7,2,{young}>ster>>s>,{j"VN}.>st@`>>z>,3,NN,729.06,1,,youngsters
your,4,1711893,6445.39,j"Ur,3,1,{your},{j"Ur},1,minor,612.59,0.97,,your
yours,5,32621,204.73,j"Urz,4,1,{yours},{j"Urz},1,minor,719.25,0.97,,yours
yourself,8,84061,434.33,j%Ur.s"Elf,7,2,{your}{self},{j%Ur}.{s"Elf},2,minor|NN,671.75,1,,yourself
yourselves,10,3506,29,j%Ur.s"Elvz,8,2,{your}{self}>s>,{j%Ur}.{s"Elv$}>z>,3,minor,845.88,0.94,,yourselves
youth,5,14084,16.82,j"uT,3,1,{youth},{j"uT},1,NN,688.61,0.94,,youth
youthful,8,828,1.55,j"uT.fl=,5,2,{youth}>ful>,{j"uT}.>fl=>,2,JJ,745.67,0.97,,youthful
youths,6,873,0.71,j"uDz,4,1,{youth}>s>,{j"uD$}>z>,2,NN,731.97,0.94,,youths
yowl,4,76,0.02,j"aUl,3,1,{yowl},{j"aUl},1,VB|NN,837.5,0.24,,yowl
yucca,5,283,0.27,j"V.k@,4,2,{yucca},{j"V.k@},1,NN,829.54,0.38,,yucca
Yugoslav,8,3395,0.16,j"u.go.sl%Av,8,3,{yugo--slav},{j"u.go-.-sl%Av},2,NN,1056.77,0.73,,yugoslav
yuletide,8,40,0.53,j"ul.t%aId,6,2,{yule}{tide},{j"ul}.{t%aId},2,NN,1119.29,0.22,,yuletide
Zaire,5,561,0.27,zaI."Ir,4,2,{zaire},{zaI."Ir},1,NN,819.87,0.68,,zaire
Zambia,6,288,0.16,z"am.bi@,6,2,{zambia},{z"am.bi@},1,NN,849.64,0.76,,zambia
zany,4,288,0.2,z"e.ni,4,2,{zany},{z"e.ni},1,JJ,832.04,0.74,,zany
zap,3,3385,2.45,z"ap,3,1,{zap},{z"ap},1,VB|NN,675.81,0.97,,zap
zeal,4,700,0.61,z"il,3,1,{zeal},{z"il},1,NN,707.13,0.91,,zeal
Zealand,7,13848,2.25,z"i.l@nd,6,2,{ze--aland},{z"i-.-l@nd},2,NN,804.29,0.75,,zealand
zealot,6,1282,0.2,z"E.l@t,5,2,{zeal--ot},{z"E.l--@t},2,NN,790.41,0.63,,zealot
zealotry,8,62,0.1,z"E.l@.tri,7,3,{zeal--ot}>ry>,{z"E.l--@.t}>ri>,3,NN,1077.86,0.23,,zealotry
zealous,7,367,0.29,z"E.l@s,5,2,{zeal--ous},{z"E.l--@s},2,JJ,672.86,0.82,,zealous
zealously,9,188,0.06,z"E.l@s.li,7,3,{zeal--ous}>ly>,{z"E.l--@s}.>li>,3,RB,775.68,0.81,,zealously
zebra,5,915,2.51,z"i.br@,5,2,{zebra},{z"i.br@},1,NN,626.68,1,,zebra
zeitgeist,9,111,0.12,z"aIt.gaIst,7,2,{zeitgeist},{z"aIt.gaIst},1,NN|minor,1129.75,0.13,,zeitgeist
Zen,3,2901,2.55,z"En,3,1,{zen},{z"En},1,NN,761.85,0.76,,zen
wheel,5,19368,27.06,hw"il,4,1,{wheel},{hw"il},1,NN|VB,563.42,0.97,,wheel
wheelbarrow,11,384,0.61,hw"il.b%a.ro,8,3,{wheel}{barrow},{hw"il}.{b%a.ro},2,NN,749.55,0.94,,wheelbarrow
wheelbase,9,303,0.08,hw"il.b%es,7,2,{wheel}{base},{hw"il}.{b%es},2,NN,892.86,0.82,,wheelbase
wheelchair,10,1188,6.2,hw"il.tS%Er,7,2,{wheel}{chair},{hw"il}.{tS%Er},2,NN,747.5,1,,wheelchair
wheeled,7,475,0.8,hw"ild,5,1,{wheel}>ed>,{hw"il}>d>,2,VB,709.44,0.97,,wheeled
wheeling,8,647,0.76,hw"il.IN,6,2,{wheel}>ing>,{hw"il}.>IN>,2,NN|VB,692.12,1,,wheeling
wheels,6,11748,13.29,hw"ilz,5,1,{wheel}>s>,{hw"il}>z>,2,NN|VB,666.45,0.94,,wheels
wheelwright,11,14,0.04,hw"il.r%aIt,7,2,{wheel}{wright},{hw"il}.{r%aIt},2,NN,934.33,0.64,,wheelwright
wheeze,6,115,0.57,hw"iz,4,1,{wheeze},{hw"iz},1,VB|NN,686.38,0.94,,wheeze
wheezed,7,36,0.02,hw"izd,5,1,{wheeze}>ed>,{hw"iz}>d>,2,VB,742.93,0.88,,wheezed
wheezes,7,20,0.22,hw"iz.@z,6,2,{wheeze}>s>,{hw"iz}.>@z>,2,NN|VB,783.36,0.82,,wheezes
wheezing,8,248,0.78,hw"iz.IN,6,2,{wheeze}>ing>,{hw"iz}.>IN>,2,VB,753.58,0.97,,wheezing
wheezy,6,22,0.27,hw"iz.i,5,2,{wheeze}>y>,{hw"iz}.>i>,2,JJ,685.9,0.89,,wheezy
whelp,5,2827,0.47,hw"Elp,5,1,{whelp},{hw"Elp},1,NN|VB,778.93,0.45,,whelp
when,4,944467,2034.1,hw"En,4,1,{when},{hw"En},1,minor,610.48,0.88,,when
whence,6,751,1.04,hw"Ens,5,1,{whence},{hw"Ens},1,minor,889,0.53,,whence
whenever,8,22956,35.1,hw%En."E.v@`,7,3,{when}{ever},{hw%En}.{"E.v@`},2,minor,733.67,0.97,,whenever
where,5,454613,1830.22,hw"Er,4,1,{where},{hw"Er},1,minor,635.06,0.97,,where
whereabouts,11,1264,6.41,hw"Er.@.b%aUts,9,3,{where}{about}>s>,{hw"Er}.{@.b%aUt}>s>,3,minor|NN|RB,875.8,0.88,,whereabouts
whereas,7,11500,3.55,hw%Er."az,6,2,{where}{as},{hw%Er}.{"az},2,minor,828.93,0.91,,whereas
whereby,7,2156,0.73,hw%Er.b"aI,6,2,{where}{by},{hw%Er}.{b"aI},2,minor,756.63,0.94,,whereby
wherefore,9,199,0.86,hw"Er.f%Or,7,2,{where}{fore},{hw"Er}.{f%Or},2,minor,867.69,0.84,,wherefore
wherefores,10,36,0.04,hw"Er.f%Orz,8,2,{where}{fore}>s>,{hw"Er}.{f%Or}>z>,3,NN,1020.2,0.47,,wherefores
wherein,7,2160,0.49,hw%Er."In,6,2,{where}{in},{hw%Er}.{"In},2,minor|NN,966.96,0.7,,wherein
whereof,7,255,0.2,hw%Er."Vv,6,2,{where}{of},{hw%Er}.{"Vv},2,RB,804.33,0.77,,whereof
whereon,7,19,0.02,hw%Er."An,6,2,{where}{on},{hw%Er}.{"An},2,NN,1018,0.5,,whereon
whereto,7,6,0.02,hwEr"tu,6,2,NULL,NULL,NULL,minor,868.15,0.63,,whereto
whereupon,9,538,0.22,hw%Er.@.p"An,8,3,{where}{upon},{hw%Er}.{@.p"An},2,minor|NN,859.53,0.91,,whereupon
wherever,8,6480,29.41,hwEr."E.v@`,7,3,{where}{ever},{hwEr}.{"E.v@`},2,minor,763.28,0.91,,wherever
wherewith,9,49,0.02,hw%Er.w"IT,7,2,{where}{with},{hw%Er}.{w"IT},2,RB,980.89,0.56,,wherewith
wherewithal,11,132,0.14,hw"Er.wIT.%Ol,9,3,{where--with--al},{hw"Er-.-wIT-.-%Ol},3,NN,1181.4,0.36,,wherewithal
whet,4,128,0.16,hw"Et,4,1,{whet},{hw"Et},1,VB,905.6,0.3,,whet
whether,7,112151,67.14,hw"E.D@`,5,2,{whether},{hw"E.D@`},1,minor,790.61,0.97,,whether
whetstone,9,140,0.18,hw"Et.st%on,8,2,{whet}{stone},{hw"Et}.{st%on},2,NN,787,0.22,,whetstone
whetted,7,55,0.1,hw"E4.@d,6,2,{whet}>ed>,{hw"E4}.>@d>,2,VB,832.4,0.45,,whetted
whey,4,263,0.08,hw"e,3,1,{whey},{hw"e},1,NN,783.56,0.46,,whey
which,5,980925,477.24,hw"ItS,4,1,{which},{hw"ItS},1,minor,632.77,0.94,,which
whichever,9,3305,3.2,hw%ItS."E.v@`,7,3,{which}{ever},{hw%ItS}.{"E.v@`},2,minor|RB,1006.69,0.91,,whichever
whiff,5,348,2.49,hw"If,4,1,{whiff},{hw"If},1,NN|VB,790.63,0.71,,whiff
whig,4,86,0.06,hw"Ig,4,1,{whig},{hw"Ig},1,NN,711.43,0.44,,whig
whigs,5,168,0.1,hw"Igz,5,1,{whig}>s>,{hw"Ig}>z>,2,NN,810.23,0.67,,whigs
while,5,284228,349.43,hw"aIl,4,1,{while},{hw"aIl},1,minor|NN|VB|JJ,608.5,1,,while
whilst,6,4484,1.51,hw"aIlst,6,1,{whil--st},{hw"aIl--st},2,RB,803.2,0.44,,whilst
whim,4,1623,2.33,hw"Im,4,1,{whim},{hw"Im},1,NN,699.38,0.71,,whim
whimper,7,489,0.73,hw"Im.p@`,6,2,{whimper},{hw"Im.p@`},1,NN|VB,785.59,0.91,,whimper
whimpering,10,432,2.49,hw"Im.p@`.IN,8,3,{whimper}>ing>,{hw"Im.p@`}.>IN>,2,VB,738.58,0.94,,whimpering
whims,5,767,0.76,hw"Imz,5,1,{whim}>s>,{hw"Im}>z>,2,NN,715.93,0.84,,whims
whimsical,9,335,0.78,hw"Im.zI.kl=,8,3,{whims--ical},{hw"Im.z--I.kl=},2,JJ,802.87,0.94,,whimsical
whimsy,6,141,0.47,hw"Im.zi,6,2,{whims--y},{hw"Im.z--i},2,NN,815.97,0.94,,whimsy
whine,5,3757,1.63,hw"aIn,4,1,{whine},{hw"aIn},1,NN|VB,684.48,0.91,,whine
whined,6,541,0.1,hw"aInd,5,1,{whine}>ed>,{hw"aIn}>d>,2,VB,746.46,0.85,,whined
whining,7,5294,4.78,hw"aIn.IN,6,2,{whine}>ing>,{hw"aIn}.>IN>,2,VB|JJ,754.58,0.94,,whining
whinnied,8,10,0.02,hw"I.nid,6,2,{whinny}>ed>,{hw"I.ni}>d>,2,VB,962.5,0.75,,whinnied
whinny,6,37,0.25,hw"I.ni,5,2,{whinny},{hw"I.ni},1,NN|VB,818.97,0.94,,whinny
whip,4,4961,13.16,hw"Ip,4,1,{whip},{hw"Ip},1,NN|VB,608.48,0.97,,whip
whiplash,8,226,1.76,hw"Ip.l%aS,7,2,{whip}{lash},{hw"Ip}.{l%aS},2,NN,837.22,0.94,,whiplash
whipped,7,2097,7.25,hw"Ipt,5,1,{whip}>ed>,{hw"Ip}>t>,2,VB,644.18,1,,whipped
whippet,7,114,0.1,hw"I.pIt,6,2,{whippet},{hw"I.pIt},1,NN,1209.67,0.4,,whippet
whipping,8,1603,2.2,hw"Ip.IN,6,2,{whip}>ing>,{hw"Ip}.>IN>,2,VB|NN,625.31,0.97,,whipping
whippoorwill,12,1373,0.53,"hwIp@`%wIl,8,3,NULL,NULL,NULL,NN,824.19,0.53,,whippoorwill
whips,5,1144,1.18,hw"Ips,5,1,{whip}>s>,{hw"Ip}>s>,2,NN|VB,593.94,1,,whips
whir,4,59,0.1,hw"3`,3,1,{whir},{hw"3`},1,NN,709.83,0.55,,whir
whirl,5,387,1.75,hw"3`l,4,1,{whirl},{hw"3`l},1,NN|VB,580.97,0.97,,whirl
whirled,7,370,0.04,hw"3`ld,5,1,{whirl}>ed>,{hw"3`l}>d>,2,VB,638.97,1,,whirled
whirligig,9,17,0.04,hw"3`.lI.g%Ig,8,3,{whirligig},{hw"3`.lI.g%Ig},1,NN|JJ,1006.67,0.26,,whirligig
whirling,8,2788,0.69,hw"3`l.IN,6,2,{whirl}>ing>,{hw"3`l}.>IN>,2,VB|NN,655.65,1,,whirling
whirlpool,9,435,0.61,hw"3`l.p%ul,7,2,{whirl}{pool},{hw"3`l}.{p%ul},2,NN,686.39,0.97,,whirlpool
whirlwind,9,598,0.96,hw"3`l.w%Ind,8,2,{whirl}{wind},{hw"3`l}.{w%Ind},2,NN,789.22,0.91,,whirlwind
whirring,8,174,2.71,hw"3`.IN,5,2,{whirr}>ing>,{hw"3`}.>IN>,2,VB|NN,762.64,0.67,,whirring
whisk,5,300,0.57,hw"Isk,5,1,{whisk},{hw"Isk},1,NN|VB,634.62,0.91,,whisk
whisked,7,179,0.2,hw"Iskt,6,1,{whisk}>ed>,{hw"Isk}>t>,2,VB,728.09,1,,whisked
whisker,7,93,0.25,hw"I.sk@`,6,2,{whisker},{hw"I.sk@`},1,NN,632.59,1,,whisker
whiskered,9,14,0.06,hw"I.sk@`d,7,2,{whisker}>ed>,{hw"I.sk@`}>d>,2,JJ,655.59,0.84,,whiskered
whiskers,8,437,2.14,hw"I.sk@`z,7,2,{whisker}>s>,{hw"I.sk@`}>z>,2,NN,660.82,1,,whiskers
whiskey,7,1364,16.12,hw"I.ski,6,2,{whiskey},{hw"I.ski},1,NN,622.59,1,,whiskey
whisking,8,55,0.12,hw"Isk.IN,7,2,{whisk}>ing>,{hw"Isk}.>IN>,2,VB,787.5,0.88,,whisking
whisky,6,620,4.02,hw"I.ski,6,2,{whisky},{hw"I.ski},1,NN,612.24,0.97,,whisky
